X;-3;-2.97;-2.94;-2.91;-2.88;-2.85;-2.82;-2.79;-2.76;-2.73;-2.7;-2.67;-2.64;-2.61;-2.58;-2.55;-2.52;-2.49;-2.46;-2.43;-2.4;-2.37;-2.34;-2.31;-2.28;-2.25;-2.22;-2.19;-2.16;-2.13;-2.1;-2.07;-2.04;-2.01;-1.98;-1.95;-1.92;-1.89;-1.86;-1.83;-1.8;-1.77;-1.74;-1.71;-1.68;-1.65;-1.62;-1.59;-1.56;-1.53;-1.5;-1.47;-1.44;-1.41;-1.38;-1.35;-1.32;-1.29;-1.26;-1.23;-1.2;-1.17;-1.14;-1.11;-1.08;-1.05;-1.02;-0.99;-0.96;-0.93;-0.9;-0.87;-0.84;-0.81;-0.78;-0.75;-0.72;-0.69;-0.66;-0.63;-0.6;-0.57;-0.54;-0.51;-0.48;-0.45;-0.42;-0.39;-0.36;-0.33;-0.3;-0.27;-0.24;-0.21;-0.18;-0.15;-0.12;-0.09;-0.06;-0.03;-4.91274e-15;0.03;0.06;0.09;0.12;0.15;0.18;0.21;0.24;0.27;0.3;0.33;0.36;0.39;0.42;0.45;0.48;0.51;0.54;0.57;0.6;0.63;0.66;0.69;0.72;0.75;0.78;0.81;0.84;0.87;0.9;0.93;0.96;0.99;1.02;1.05;1.08;1.11;1.14;1.17;1.2;1.23;1.26;1.29;1.32;1.35;1.38;1.41;1.44;1.47;1.5;1.53;1.56;1.59;1.62;1.65;1.68;1.71;1.74;1.77;1.8;1.83;1.86;1.89;1.92;1.95;1.98;2.01;2.04;2.07;2.1;2.13;2.16;2.19;2.22;2.25;2.28;2.31;2.34;2.37;2.4;2.43;2.46;2.49;2.52;2.55;2.58;2.61;2.64;2.67;2.7;2.73;2.76;2.79;2.82;2.85;2.88;2.91;2.94;2.97;3
Y;0.00443185;0.00484703;0.00529634;0.0057821;0.00630673;0.00687277;0.00748287;0.00813981;0.00884645;0.0096058;0.0104209;0.0112951;0.0122315;0.0132337;0.0143051;0.0154493;0.0166701;0.0179711;0.0193563;0.0208294;0.0223945;0.0240556;0.0258166;0.0276816;0.0296546;0.0317397;0.0339408;0.0362619;0.0387069;0.0412795;0.0439836;0.0468226;0.0498001;0.0529192;0.0561831;0.0595947;0.0631566;0.0668711;0.0707404;0.0747663;0.0789502;0.0832932;0.0877961;0.0924591;0.0972823;0.102265;0.107406;0.112704;0.118157;0.123763;0.129518;0.135418;0.14146;0.147639;0.153948;0.160383;0.166937;0.173602;0.180371;0.187235;0.194186;0.201214;0.208308;0.215458;0.222653;0.229882;0.237132;0.24439;0.251644;0.258881;0.266085;0.273244;0.280344;0.287369;0.294305;0.301137;0.307851;0.314432;0.320864;0.327133;0.333225;0.339124;0.344818;0.350292;0.355533;0.360527;0.365263;0.369728;0.373911;0.377801;0.381388;0.384663;0.387617;0.390242;0.392531;0.394479;0.39608;0.39733;0.398225;0.398763;0.398942;0.398763;0.398225;0.39733;0.39608;0.394479;0.392531;0.390242;0.387617;0.384663;0.381388;0.377801;0.373911;0.369728;0.365263;0.360527;0.355533;0.350292;0.344818;0.339124;0.333225;0.327133;0.320864;0.314432;0.307851;0.301137;0.294305;0.287369;0.280344;0.273244;0.266085;0.258881;0.251644;0.24439;0.237132;0.229882;0.222653;0.215458;0.208308;0.201214;0.194186;0.187235;0.180371;0.173602;0.166937;0.160383;0.153948;0.147639;0.14146;0.135418;0.129518;0.123763;0.118157;0.112704;0.107406;0.102265;0.0972823;0.0924591;0.0877961;0.0832932;0.0789502;0.0747663;0.0707404;0.0668711;0.0631566;0.0595947;0.0561831;0.0529192;0.0498001;0.0468226;0.0439836;0.0412795;0.0387069;0.0362619;0.0339408;0.0317397;0.0296546;0.0276816;0.0258166;0.0240556;0.0223945;0.0208294;0.0193563;0.0179711;0.0166701;0.0154493;0.0143051;0.0132337;0.0122315;0.0112951;0.0104209;0.0096058;0.00884645;0.00813981;0.00748287;0.00687277;0.00630673;0.0057821;0.00529634;0.00484703;0.00443185
